Famille,Sortie,Essai,RMSE_CV_normalisee,Etat,Hyperparametres
Extra Trees Optuna,HBr_pct,16,0.34376066145721407,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7515878374839882, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 520}"
Extra Trees Optuna,HBr_pct,17,0.3461734222179301,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5705560884996819, ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 400}"
Extra Trees Optuna,HBr_pct,18,0.3436453761359871,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7559947967467455, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,19,0.34389271210478844,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7046789483953543, ""min_samples_leaf"": 5, ""min_samples_split"": 10, ""n_estimators"": 400}"
Extra Trees Optuna,HBr_pct,20,0.3432985793950868,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6264905231375748, ""min_samples_leaf"": 4, ""min_samples_split"": 11, ""n_estimators"": 320}"
Extra Trees Optuna,HBr_pct,21,0.34439559389382723,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5987074596938957, ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 360}"
Extra Trees Optuna,HBr_pct,22,0.3439198731193226,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6285212280342173, ""min_samples_leaf"": 6, ""min_samples_split"": 11, ""n_estimators"": 320}"
Extra Trees Optuna,HBr_pct,23,0.34377404183227184,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7109592249161523, ""min_samples_leaf"": 5, ""min_samples_split"": 11, ""n_estimators"": 280}"
Extra Trees Optuna,HBr_pct,24,0.34448615494169266,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.790177005106579, ""min_samples_leaf"": 4, ""min_samples_split"": 12, ""n_estimators"": 280}"
Extra Trees Optuna,HBr_pct,25,0.3440595501501515,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5465072160077402, ""min_samples_leaf"": 6, ""min_samples_split"": 9, ""n_estimators"": 400}"
Extra Trees Optuna,HBr_pct,26,0.345876347868097,COMPLETE,"{""bootstrap"": false, ""max_depth"": 16, ""max_features"": 0.6274559188780896, ""min_samples_leaf"": 5, ""min_samples_split"": 11, ""n_estimators"": 320}"
Extra Trees Optuna,HBr_pct,27,0.3490206650589913,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.7960628495839336, ""min_samples_leaf"": 4, ""min_samples_split"": 9, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,28,0.345057373976557,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.9013829408019214, ""min_samples_leaf"": 5, ""min_samples_split"": 12, ""n_estimators"": 360}"
Extra Trees Optuna,HBr_pct,29,0.3446994328439904,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.6783990090976414, ""min_samples_leaf"": 6, ""min_samples_split"": 10, ""n_estimators"": 280}"
Extra Trees Optuna,HBr_pct,30,0.3471548937096784,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.7983921665290414, ""min_samples_leaf"": 3, ""min_samples_split"": 8, ""n_estimators"": 480}"
Extra Trees Optuna,HBr_pct,31,0.3442477001068812,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.723077280106981, ""min_samples_leaf"": 4, ""min_samples_split"": 11, ""n_estimators"": 200}"
Extra Trees Optuna,HBr_pct,32,0.3436453761359871,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7522449469177173, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,33,0.3448884400161423,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7704773591982302, ""min_samples_leaf"": 3, ""min_samples_split"": 9, ""n_estimators"": 480}"
Extra Trees Optuna,HBr_pct,34,0.34754954942076727,COMPLETE,"{""bootstrap"": false, ""max_depth"": 16, ""max_features"": 0.6301882112512928, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 400}"
Extra Trees Optuna,HBr_pct,35,0.3478464128397071,COMPLETE,"{""bootstrap"": false, ""max_depth"": 24, ""max_features"": 0.8196271704619537, ""min_samples_leaf"": 5, ""min_samples_split"": 11, ""n_estimators"": 520}"
Extra Trees Optuna,HBr_pct,36,0.34445727850861435,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7235404664248153, ""min_samples_leaf"": 3, ""min_samples_split"": 7, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,37,0.34626489786582154,COMPLETE,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.6764766549931681, ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 160}"
Extra Trees Optuna,HBr_pct,38,0.3448042409846009,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.8872948049744607, ""min_samples_leaf"": 5, ""min_samples_split"": 12, ""n_estimators"": 240}"
Extra Trees Optuna,HBr_pct,39,0.34448795089692735,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.8239198201386411, ""min_samples_leaf"": 6, ""min_samples_split"": 10, ""n_estimators"": 360}"
Extra Trees Optuna,HBr_pct,40,0.34626097380961196,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5107294885814305, ""min_samples_leaf"": 5, ""min_samples_split"": 9, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,41,0.3441365448041946,COMPLETE,"{""bootstrap"": true, ""max_depth"": 16, ""max_features"": 0.5877334866639286, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 240}"
Extra Trees Optuna,HBr_pct,42,0.34372683906646784,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.75070194837537, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 480}"
Extra Trees Optuna,HBr_pct,43,0.3436453761359871,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7692216572568538, ""min_samples_leaf"": 4, ""min_samples_split"": 10, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,44,0.34446234613278837,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7340769803652464, ""min_samples_leaf"": 3, ""min_samples_split"": 11, ""n_estimators"": 400}"
Extra Trees Optuna,HBr_pct,45,0.3437528441471541,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6591054990893114, ""min_samples_leaf"": 4, ""min_samples_split"": 12, ""n_estimators"": 360}"
Extra Trees Optuna,HBr_pct,46,0.34884113370577285,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.685975581722705, ""min_samples_leaf"": 3, ""min_samples_split"": 9, ""n_estimators"": 440}"
Extra Trees Optuna,HBr_pct,47,0.347144811985589,COMPLETE,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.8469121970642581, ""min_samples_leaf"": 5, ""min_samples_split"": 8, ""n_estimators"": 480}"
Extra Trees Optuna,HBr_pct,48,0.3431367026394236,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7714137004329534, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 320}"
Extra Trees Optuna,HBr_pct,49,0.3446602356382915,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7033565552821079, ""min_samples_leaf"": 6, ""min_samples_split"": 4, ""n_estimators"": 320}"
Extra Trees Optuna,HBr_pct,50,0.3433000555354835,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.6476518790915097, ""min_samples_leaf"": 2, ""min_samples_split"": 7, ""n_estimators"": 280}"
Extra Trees Optuna,Br2_pct,1,0.3891389722262992,COMPLETE,"{""bootstrap"": false, ""max_depth"": 24, ""max_features"": 0.9696378157796932, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 320}"
Extra Trees Optuna,Br2_pct,2,0.3743673614019022,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.6442793891124826, ""min_samples_leaf"": 5, ""min_samples_split"": 3, ""n_estimators"": 240}"
Extra Trees Optuna,Br2_pct,3,0.37592167992299796,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.9286536702738545, ""min_samples_leaf"": 4, ""min_samples_split"": 4, ""n_estimators"": 360}"
Extra Trees Optuna,Br2_pct,4,0.3794421495154138,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.9238241775029449, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 280}"
Extra Trees Optuna,Br2_pct,5,0.38148776403568174,COMPLETE,"{""bootstrap"": false, ""max_depth"": 24, ""max_features"": 0.9470416138522717, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 440}"
Extra Trees Optuna,Br2_pct,6,0.3803118245483951,COMPLETE,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.9035655283233925, ""min_samples_leaf"": 4, ""min_samples_split"": 5, ""n_estimators"": 240}"
Extra Trees Optuna,Br2_pct,7,0.3747194261917611,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.6577571936050417, ""min_samples_leaf"": 6, ""min_samples_split"": 8, ""n_estimators"": 360}"
Extra Trees Optuna,Br2_pct,8,0.38148776403568174,COMPLETE,"{""bootstrap"": false, ""max_depth"": 24, ""max_features"": 0.9817751693441648, ""min_samples_leaf"": 4, ""min_samples_split"": 2, ""n_estimators"": 440}"
Extra Trees Optuna,Br2_pct,9,0.3760879599195637,COMPLETE,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.5194476811050182, ""min_samples_leaf"": 2, ""min_samples_split"": 7, ""n_estimators"": 480}"
Extra Trees Optuna,Br2_pct,10,0.3791152752524346,COMPLETE,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.8390817876210098, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 480}"
Extra Trees Optuna,Br2_pct,11,0.37788733203751657,COMPLETE,"{""bootstrap"": true, ""max_depth"": 16, ""max_features"": 0.45586654646238467, ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,12,0.37476170237713624,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.6589440419693406, ""min_samples_leaf"": 6, ""min_samples_split"": 10, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,13,0.3756782443957782,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.6797028864544108, ""min_samples_leaf"": 6, ""min_samples_split"": 8, ""n_estimators"": 360}"
Extra Trees Optuna,Br2_pct,14,0.37636794358802,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.6712711166227576, ""min_samples_leaf"": 5, ""min_samples_split"": 8, ""n_estimators"": 280}"
Extra Trees Optuna,Br2_pct,15,0.3749160778234331,COMPLETE,"{""bootstrap"": true, ""max_depth"": 16, ""max_features"": 0.5809563675805428, ""min_samples_leaf"": 5, ""min_samples_split"": 12, ""n_estimators"": 360}"
Extra Trees Optuna,Br2_pct,16,0.37447046926458594,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7536117613367558, ""min_samples_leaf"": 5, ""min_samples_split"": 9, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,17,0.37473384412615773,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7747781186332399, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,18,0.37427984903071665,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7572892020945973, ""min_samples_leaf"": 5, ""min_samples_split"": 10, ""n_estimators"": 240}"
Extra Trees Optuna,Br2_pct,19,0.37430342300820135,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7587503699651053, ""min_samples_leaf"": 3, ""min_samples_split"": 3, ""n_estimators"": 240}"
Extra Trees Optuna,Br2_pct,20,0.3743647159173484,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7575704271580105, ""min_samples_leaf"": 2, ""min_samples_split"": 6, ""n_estimators"": 280}"
Extra Trees Optuna,Br2_pct,21,0.3740086910326722,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8351325693807897, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,22,0.3740767153716503,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8308764537716351, ""min_samples_leaf"": 3, ""min_samples_split"": 11, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,23,0.3740767153716503,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8532264339401139, ""min_samples_leaf"": 3, ""min_samples_split"": 11, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,24,0.3740767153716503,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.847107189163818, ""min_samples_leaf"": 3, ""min_samples_split"": 11, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,25,0.37350209379377686,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8513377404446303, ""min_samples_leaf"": 2, ""min_samples_split"": 11, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,26,0.37350209379377686,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8068496861317204, ""min_samples_leaf"": 2, ""min_samples_split"": 11, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,27,0.374688441243253,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8880170991748432, ""min_samples_leaf"": 2, ""min_samples_split"": 9, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,28,0.37356614422893203,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8098167238799816, ""min_samples_leaf"": 2, ""min_samples_split"": 12, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,29,0.3752395403809908,COMPLETE,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.7896646149313329, ""min_samples_leaf"": 2, ""min_samples_split"": 12, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,30,0.37432240451066134,COMPLETE,"{""bootstrap"": true, ""max_depth"": 16, ""max_features"": 0.7129085980032286, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,31,0.375070258826636,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.8065939876857317, ""min_samples_leaf"": 1, ""min_samples_split"": 12, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,32,0.3741926867335227,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8810345219134831, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 200}"
Extra Trees Optuna,Br2_pct,33,0.3747641116246048,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7148714294193436, ""min_samples_leaf"": 2, ""min_samples_split"": 9, ""n_estimators"": 160}"
Extra Trees Optuna,Br2_pct,34,0.37282120283126013,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8114110671332934, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 240}"
Extra Trees Optuna,Br2_pct,35,0.37282120283126013,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8012211933034881, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 240}"
Extra Trees Optuna,Br2_pct,36,0.37351207142812826,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7197657561171281, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 320}"
Extra Trees Optuna,Br2_pct,37,0.3730265300809896,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.8799760756967748, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 320}"
Extra Trees Optuna,Br2_pct,38,0.37591041951516513,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.9324694893915741, ""min_samples_leaf"": 1, ""min_samples_split"": 9, ""n_estimators"": 320}"
Extra Trees Optuna,Br2_pct,39,0.37484522303552115,COMPLETE,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.866357548553289, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 280}"
Extra Trees Optuna,Br2_pct,40,0.37297096015264125,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.9045500648842234, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 400}"
Extra Trees Optuna,Br2_pct,41,0.3734312217017065,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.9703099566015946, ""min_samples_leaf"": 1, ""min_samples_split"": 12, ""n_estimators"": 400}"
Extra Trees Optuna,Br2_pct,42,0.3734312217017065,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.9550368321434508, ""min_samples_leaf"": 1, ""min_samples_split"": 12, ""n_estimators"": 400}"
Extra Trees Optuna,Br2_pct,43,0.37297096015264125,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.9038923002433428, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 400}"
Extra Trees Optuna,Br2_pct,44,0.37297096015264125,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.91417472399845, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 400}"
Extra Trees Optuna,Br2_pct,45,0.37616275885548484,COMPLETE,"{""bootstrap"": true, ""max_depth"": 16, ""max_features"": 0.9926343162451112, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 520}"
Extra Trees Optuna,Br2_pct,46,0.374834707901152,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.9134497672550407, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 400}"
Extra Trees Optuna,Br2_pct,47,0.37274186071254667,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.9086583126111912, ""min_samples_leaf"": 1, ""min_samples_split"": 9, ""n_estimators"": 440}"
Extra Trees Optuna,Br2_pct,48,0.373415371635103,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.937938666564798, ""min_samples_leaf"": 1, ""min_samples_split"": 7, ""n_estimators"": 440}"
Extra Trees Optuna,Br2_pct,49,0.37372792953381,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.6172233956611322, ""min_samples_leaf"": 1, ""min_samples_split"": 8, ""n_estimators"": 480}"
Extra Trees Optuna,Br2_pct,50,0.3766314184364678,COMPLETE,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.957369054708288, ""min_samples_leaf"": 1, ""min_samples_split"": 9, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,1,0.4077935519074011,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.7170774260683894, ""min_samples_leaf"": 1, ""min_samples_split"": 6, ""n_estimators"": 280}"
Extra Trees Optuna,HCl_pct,2,0.4021967422782806,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5491234054395862, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 400}"
Extra Trees Optuna,HCl_pct,3,0.40420053772485137,COMPLETE,"{""bootstrap"": true, ""max_depth"": 10, ""max_features"": 0.45833209768026395, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 240}"
Extra Trees Optuna,HCl_pct,4,0.40415008061981766,COMPLETE,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.493874831604297, ""min_samples_leaf"": 5, ""min_samples_split"": 6, ""n_estimators"": 320}"
Extra Trees Optuna,HCl_pct,5,0.40420529155583235,COMPLETE,"{""bootstrap"": false, ""max_depth"": 16, ""max_features"": 0.5696262240515045, ""min_samples_leaf"": 4, ""min_samples_split"": 9, ""n_estimators"": 320}"
Extra Trees Optuna,HCl_pct,6,0.4038948957030077,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.994666339474787, ""min_samples_leaf"": 5, ""min_samples_split"": 6, ""n_estimators"": 480}"
Extra Trees Optuna,HCl_pct,7,0.4033022328336363,COMPLETE,"{""bootstrap"": true, ""max_depth"": null, ""max_features"": 0.9705183634242682, ""min_samples_leaf"": 5, ""min_samples_split"": 8, ""n_estimators"": 200}"
Extra Trees Optuna,HCl_pct,8,0.40531644028211844,COMPLETE,"{""bootstrap"": false, ""max_depth"": 24, ""max_features"": 0.6102189476127611, ""min_samples_leaf"": 4, ""min_samples_split"": 7, ""n_estimators"": 160}"
Extra Trees Optuna,HCl_pct,9,0.41168507360723733,COMPLETE,"{""bootstrap"": false, ""max_depth"": 24, ""max_features"": 0.8954751396472145, ""min_samples_leaf"": 3, ""min_samples_split"": 3, ""n_estimators"": 160}"
Extra Trees Optuna,HCl_pct,10,0.4036742252484289,COMPLETE,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.4519353542685791, ""min_samples_leaf"": 5, ""min_samples_split"": 8, ""n_estimators"": 400}"
Extra Trees Optuna,HCl_pct,11,0.40294043778137284,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7891790196117591, ""min_samples_leaf"": 2, ""min_samples_split"": 12, ""n_estimators"": 520}"
Extra Trees Optuna,HCl_pct,12,0.40294043778137284,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7525932083938455, ""min_samples_leaf"": 2, ""min_samples_split"": 12, ""n_estimators"": 520}"
Extra Trees Optuna,HCl_pct,13,0.40276050696181065,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.7811620058946688, ""min_samples_leaf"": 2, ""min_samples_split"": 12, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,14,0.4026813168197544,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6564744526554228, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 400}"
Extra Trees Optuna,HCl_pct,15,0.4025029958000614,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6215062660478463, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 400}"
Extra Trees Optuna,HCl_pct,16,0.4040397743221623,COMPLETE,"{""bootstrap"": false, ""max_depth"": 16, ""max_features"": 0.5577198828125545, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 360}"
Extra Trees Optuna,HCl_pct,17,0.40221878112021103,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6681465056673463, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,18,0.4024683954587883,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6674580259479097, ""min_samples_leaf"": 6, ""min_samples_split"": 11, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,19,0.4034219545962565,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.5393646425775436, ""min_samples_leaf"": 4, ""min_samples_split"": 9, ""n_estimators"": 480}"
Extra Trees Optuna,HCl_pct,20,0.4132430839637138,COMPLETE,"{""bootstrap"": false, ""max_depth"": 10, ""max_features"": 0.8410160471395934, ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 360}"
Extra Trees Optuna,HCl_pct,21,0.4055919344338754,COMPLETE,"{""bootstrap"": false, ""max_depth"": 16, ""max_features"": 0.7085054112557625, ""min_samples_leaf"": 3, ""min_samples_split"": 11, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,22,0.40295797797255933,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6665226039282421, ""min_samples_leaf"": 6, ""min_samples_split"": 11, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,23,0.4027973696761461,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6204669206864901, ""min_samples_leaf"": 6, ""min_samples_split"": 11, ""n_estimators"": 480}"
Extra Trees Optuna,HCl_pct,24,0.4027489030765744,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6902147860158128, ""min_samples_leaf"": 6, ""min_samples_split"": 9, ""n_estimators"": 360}"
Extra Trees Optuna,HCl_pct,25,0.4035019552158955,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.5169110067542737, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 440}"
Extra Trees Optuna,HCl_pct,26,0.40442755654710527,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.5906456114023634, ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 400}"
Extra Trees Optuna,HCl_pct,27,0.4026035636601084,COMPLETE,"{""bootstrap"": true, ""max_depth"": 6, ""max_features"": 0.7521034718094586, ""min_samples_leaf"": 1, ""min_samples_split"": 11, ""n_estimators"": 480}"
Extra Trees Optuna,HCl_pct,28,0.40255539381101935,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.8439881364557318, ""min_samples_leaf"": 3, ""min_samples_split"": 9, ""n_estimators"": 320}"
Extra Trees Optuna,HCl_pct,29,0.4027944802882991,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6497569339804368, ""min_samples_leaf"": 2, ""min_samples_split"": 11, ""n_estimators"": 520}"
Extra Trees Optuna,HCl_pct,30,0.40668348175604196,COMPLETE,"{""bootstrap"": true, ""max_depth"": 24, ""max_features"": 0.7325997796383689, ""min_samples_leaf"": 1, ""min_samples_split"": 7, ""n_estimators"": 360}"
Extra Trees Optuna,HCl_pct,31,0.40325177395547857,COMPLETE,"{""bootstrap"": false, ""max_depth"": null, ""max_features"": 0.4967972516446083, ""min_samples_leaf"": 6, ""min_samples_split"": 12, ""n_estimators"": 280}"
Extra Trees Optuna,HCl_pct,32,0.4025029958000614,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6343975378629555, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 400}"
Extra Trees Optuna,HCl_pct,33,0.40221878112021103,COMPLETE,"{""bootstrap"": false, ""max_depth"": 6, ""max_features"": 0.6834820908295386, ""min_samples_leaf"": 3, ""min_samples_split"": 10, ""n_estimators"": 440}"
