scenario_id,Concentration_liquide_chimique_kg,Temperature_C,Temps_reaction_min,Heating_rate_C_min,Taille_particules_mm,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Valuable_Yield_pct,model,pareto_nondominated
65,63.63303803840364,378.40218881934595,21.78,12.215470217305265,2.19,31.688758320889097,51.13724055532118,17.174001123789722,0.9267162598045922,0.06660245200806979,0.11891667689553403,0.01729706981237357,0.014709690207780646,1.14424214872835,68.3112416791109,Sélection automatique par sortie,False
66,61.27679843950022,458.606066809858,28.106179160503405,27.02831404072912,1.6,26.369738738903546,54.33800725104432,19.292254010052137,2.1198937037090158,0.1497167014978974,0.267341963858586,0.06464063972347926,0.0262352680679354,2.6278282768569134,73.63026126109645,Sélection automatique par sortie,False
67,23.807713842367818,441.5968071479974,24.82458997643897,21.807819463520232,3.6428503873958835,26.19158282851229,55.10728512708642,18.701132044401287,1.5623518004994907,0.10265127880431257,0.18412237267814313,0.03790006965797538,0.015986706908450356,1.9030122285483722,73.8084171714877,Sélection automatique par sortie,False
68,42.268941157309804,452.5446351525013,11.770341020384793,17.754040958324293,2.54,26.64368584942821,54.557897627823785,18.798416522748006,1.7984929520900068,0.12422499814524693,0.21122758181944656,0.049816175901233745,0.019752670162683825,2.2035143781186184,73.35631415057179,Sélection automatique par sortie,False
69,67.2786664559187,383.1701891389557,23.488309067112425,16.16,2.89,31.710092363030764,50.84385323596713,17.446054401002094,0.9610335528430818,0.0699356808603302,0.12628642929177686,0.019631593488485047,0.01655507179325386,1.1934423282769278,68.28990763696922,Sélection automatique par sortie,False
70,23.990037103527523,473.0005077058577,28.93435554293099,18.0,1.25,24.41503031394037,57.01651300761999,18.56845667843964,2.107838971983482,0.13787903909671814,0.265871316753649,0.056856814388280025,0.017023072953539595,2.5854692151756686,75.58496968605964,Sélection automatique par sortie,False
71,26.534250672251265,420.7232509046074,11.516849804076669,19.12581694319928,3.1743659545820297,27.47199042674762,54.34504811124144,18.182961462010933,1.275463229875168,0.08755551238783989,0.15362576344325046,0.028999829223480822,0.014644885729318387,1.5602892206590577,72.52800957325238,Sélection automatique par sortie,False
72,60.454508961791596,476.08958432721727,14.26,15.893545929968157,3.1006563905207907,27.099528456666867,54.317655241629666,18.582816301703463,2.298640247093964,0.15966871568925686,0.2741288675970945,0.07010498397053434,0.02494297238152613,2.827485786732376,72.90047154333313,Sélection automatique par sortie,False
73,69.56877549256549,467.46212397996925,28.07870199391305,16.518262265260983,3.0660454682381655,28.38637448785872,53.37031938373954,18.24330612840174,2.2505138056628904,0.15810005495023416,0.2781989109788899,0.07068241325824312,0.02991867366164024,2.787413858511898,71.61362551214128,Sélection automatique par sortie,False
74,23.91257226490809,523.3022353708568,15.723604237889765,16.179732413793534,2.6023197106302427,22.86648802739062,57.664908119402035,19.468603853207348,2.446929504100794,0.16494687661538276,0.31896763925776417,0.07961190812660301,0.02797561773471433,3.038431545835258,77.13351197260938,Sélection automatique par sortie,False
