model,input,input_value,normalized_level,Solid_Yield_pct,Liquid_Yield_pct,Gas_Yield_pct,HBr_pct,Br2_pct,HCl_pct,Cl2_pct,HF_pct,Toxicity_Index_pct,Valuable_Yield_pct
Sélection automatique par sortie,Concentration_liquide_chimique_kg,37.71033333333333,0.3333333333333333,26.555953544804623,54.97717093268544,18.466875522509937,1.8629740042589542,0.12462519336314548,0.2452709203367966,0.05229760371042187,0.019642664571472554,2.3048103862407907,73.44404645519538
Sélection automatique par sortie,Concentration_liquide_chimique_kg,39.386466666666664,0.36666666666666664,26.6468890516298,54.891723555658906,18.461387392711302,1.8764133474162041,0.12582601975533997,0.25083844571647373,0.05293467625634154,0.019880083100153448,2.325892572244513,73.35311094837022
Sélection automatique par sortie,Concentration_liquide_chimique_kg,41.0626,0.4,26.737862157371683,54.80624084888137,18.455896993746943,1.889852690573454,0.12702684614753446,0.250648669555952,0.0535717488022612,0.020117501628834338,2.341217456708036,73.26213784262832
Sélection automatique par sortie,Concentration_liquide_chimique_kg,42.73873333333333,0.43333333333333335,26.82887288535403,54.72072279043675,18.450404324209227,1.9032920337307038,0.12822767253972894,0.2512726285764962,0.054208821348180856,0.020446019701445863,2.357447175896556,73.17112711464598
Sélection automatique par sortie,Concentration_liquide_chimique_kg,44.41486666666667,0.4666666666666667,26.92035635198517,54.63605239898665,18.44359124902818,1.916731376887954,0.12942849893192346,0.25108285241597444,0.05484589389410053,0.020649649047300465,2.3727382711772527,73.07964364801484
Sélection automatique par sortie,Concentration_liquide_chimique_kg,46.091,0.5,27.016044857348135,54.55975403372944,18.424201108922425,1.9301707200452038,0.13062932532411795,0.2508930762554527,0.055482966440020196,0.020887067575981355,2.3880631556407756,72.98395514265187
Sélection automatique par sortie,Concentration_liquide_chimique_kg,47.767133333333334,0.5333333333333333,27.111805583558173,54.48339808232279,18.404796334119023,1.9436100632024536,0.13183015171631243,0.25070330009493097,0.05612003898593985,0.02123722550687537,2.403500779506512,72.88819441644182
Sélection automatique par sortie,Concentration_liquide_chimique_kg,49.443266666666666,0.5666666666666667,27.207638612409124,54.406984479547425,18.38537690804344,1.9570494063597035,0.13303097810850692,0.2512351413774106,0.056757111531859514,0.021629473685728588,2.4197021110632093,72.79236138759086
Sélection automatique par sortie,Concentration_liquide_chimique_kg,51.1194,0.6,27.30354402581838,54.33051316008553,18.36594281409608,1.9704887495169536,0.13423180450070143,0.25160622001508737,0.05739418407777918,0.02190252636623571,2.4356234844767575,72.69645597418162
Sélection automatique par sortie,Concentration_liquide_chimique_kg,52.79553333333334,0.6333333333333333,27.399521905827132,54.253984058520594,18.346494035652277,1.9839280926742033,0.1354326308928959,0.2525907707359087,0.05803125662369884,0.02220932903480094,2.4521920799615073,72.60047809417287
Sélection automatique par sortie,Concentration_liquide_chimique_kg,54.471666666666664,0.6666666666666666,27.495572334600592,54.17739710933718,18.32703055606221,1.9973674358314533,0.13663345728509038,0.25362402890573416,0.058668329169618505,0.022481862003221262,2.4687751131951177,72.50442766539939
Sélection automatique par sortie,Concentration_liquide_chimique_kg,56.147800000000004,0.7,27.591695394428257,54.10075224692085,18.30755235865091,2.0108067789887034,0.1378342836772849,0.2539135996678678,0.05930540171553817,0.022732631966988274,2.484592696016383,72.40830460557176
Sélection automatique par sortie,Concentration_liquide_chimique_kg,57.823933333333336,0.7333333333333333,27.687891167724082,54.024049405557776,18.288059426718146,2.024246122145953,0.13903511006947938,0.2545531272268468,0.05994247426145784,0.02312887965000695,2.5009057133537445,72.31210883227592
Sélection automatique par sortie,Concentration_liquide_chimique_kg,59.50006666666667,0.7666666666666666,27.78415973702679,53.94728851943477,18.268551743538435,2.037685465303203,0.14023593646167387,0.2553854116549832,0.06057954680737749,0.0234709061777049,2.5173572664049426,72.2158402629732
Sélection automatique par sortie,Concentration_liquide_chimique_kg,61.1762,0.8,27.88050118500007,53.87046952263897,18.24902929236097,2.051124808460453,0.14143676285386836,0.25449746584299004,0.06121661935329716,0.023721676141471908,2.53199733265208,72.11949881499994
Sélection automatique par sortie,Concentration_liquide_chimique_kg,62.852333333333334,0.8333333333333334,27.97691559443279,53.79359234915764,18.229492056409544,2.0645641516177027,0.14263758924606287,0.2531967689069751,0.06185369189921683,0.024052954993661682,2.546305156663619,72.02308440556719
Sélection automatique par sortie,Concentration_liquide_chimique_kg,64.52846666666667,0.8666666666666667,28.0734030482393,53.71665693287811,18.20994001888258,2.0780034947749524,0.14383841563825736,0.2546814436702277,0.06249076444513649,0.024328379340556996,2.563342497869131,71.92659695176069
Sélection automatique par sortie,Concentration_liquide_chimique_kg,66.2046,0.9,28.169963629459602,53.63966320758741,18.190373162952987,2.0914428379322025,0.14503924203045185,0.2628785347009577,0.06312783699105615,0.024634433247650522,2.5871228849023185,71.8300363705404
Sélection automatique par sortie,Concentration_liquide_chimique_kg,67.88073333333334,0.9333333333333333,28.266597421259625,53.562611106972184,18.170791471768183,2.1048821810894522,0.14624006842264634,0.26876335900225967,0.06376490953697582,0.02488520321141753,2.608535721262752,71.73340257874037
Sélection automatique par sortie,Concentration_liquide_chimique_kg,69.55686666666668,0.9666666666666667,28.363304506931463,53.48550056461853,18.15119492845001,2.1183215242467024,0.14744089481484082,0.26664945336768225,0.06440198208289548,0.02519834697849635,2.6220122014906173,71.63669549306854
Sélection automatique par sortie,Concentration_liquide_chimique_kg,71.233,1.0,28.460084969893593,53.408331514011714,18.131583516094707,2.131760867403952,0.14864172120703528,0.2657489784425717,0.06503905462881514,0.025424913255143348,2.6366155349375178,71.53991503010641
Sélection automatique par sortie,Temperature_C,355.395,0.0,31.4916289641165,51.39463694482432,17.113734091059175,0.646042653623367,0.0446803861889047,0.08801241896133272,0.004787342069240218,0.009842534671093486,0.7933653355139382,68.5083710358835
